"","IDHH","STATEID","URBAN2011","educ_cat","income_quintile","GROUPS","CI7","CI8","WT","WTn"
"3635","2313061002","(23) Madhya Pradesh 23","(0) rural 0","Middle","Q1 (Poorest)","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",6686.67119131,1.09281888412027
"3636","0316062001","(03) Punjab 03","(0) rural 0","Secondary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",5229.05266768,0.854596754918447
"3637","2721010301","(27) Maharashtra 27","(1) urban 1","College+","Q2","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",9592.3,1.56769284479999
"3638","2823040711","(28) Andhra Pradesh 28","(0) rural 0","Secondary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(2) Only some confidence",7506.83150482,1.22685967257336
"3639","2822090711","(28) Andhra Pradesh 28","(0) rural 0","Primary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",9635.69026735,1.57478422138939
"3640","0818020701","(08) Rajasthan 08","(1) urban 1","College+","Q4","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",3810.71445498,0.62279430216403
"3641","0201040211","(02) Himachal Pradesh 02","(0) rural 0","Secondary","Q5 (Richest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",1235.95944533,0.201995848639722
"3642","0307030811","(03) Punjab 03","(0) rural 0","Middle","Q4","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",2050.49827239,0.335117903933419
"3643","2909021802","(29) Karnataka 29","(0) rural 0","Higher secondary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",15177.44014475,2.48048583940292
"3644","2341031101","(23) Madhya Pradesh 23","(0) rural 0","Primary","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",2534.79694051,0.414268009409466
"3645","0701040301","(07) Delhi 07","(1) urban 1","Primary","Q3","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"3646","2803042001","(28) Andhra Pradesh 28","(1) urban 1","No education","Q3","(4) Dalit 4","(3) Hardly any confidence at all","(2) Only some confidence",8110.15651136,1.32546254110767
"3647","2929321511","(29) Karnataka 29","(0) rural 0","Middle","Q2","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",4678.41314047,0.764604402002966
"3648","1022040401","(10) Bihar 10","(0) rural 0","No education","Q3","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",8095.53467839,1.32307285949586
"3649","1907091401","(19) West Bengal 19","(0) rural 0","Middle","Q2","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",13098.91152598,2.14078686800318
"3650","2419150301","(24) Gujarat 24","(1) urban 1","Secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(2) Only some confidence",6938.99873258,1.13405738593891
"3651","0909021201","(09) Uttar Pradesh 09","(1) urban 1","Higher secondary","Q1 (Poorest)","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3652","2714072001","(27) Maharashtra 27","(0) rural 0","Higher secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2459.37849891,0.401942190652517
"3653","3207020911","(32) Kerala 32","(0) rural 0","Higher secondary","Q1 (Poorest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",1998.08793902,0.326552356085903
"3654","0307061501","(03) Punjab 03","(1) urban 1","College+","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"3655","0304030101","(03) Punjab 03","(1) urban 1","No education","Q5 (Richest)","(4) Dalit 4","(1) A great deal of confidence","(2) Only some confidence",3916.37868853,0.640063264027985
"3656","0404041509","(04) Chandigarh 04","(1) urban 1","College+","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",3916.37868853,0.640063264027985
"3657","0967010911","(09) Uttar Pradesh 09","(0) rural 0","Middle","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",9721.51,1.58880994835978
"3658","2820020411","(28) Andhra Pradesh 28","(0) rural 0","Secondary","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",16359.75714286,2.67371477284146
"3659","2803031001","(28) Andhra Pradesh 28","(0) rural 0","No education","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",27454.83484849,4.48701022144252
"3660","0929010801","(09) Uttar Pradesh 09","(0) rural 0","College+","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",4371.64650683,0.714468787334867
"3661","0959052001","(09) Uttar Pradesh 09","(0) rural 0","Primary","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",10499.51638654,1.71596141832918
"3662","0608020311","(06) Haryana 06","(0) rural 0","Higher secondary","Q5 (Richest)","(1) Brahmin 1","(1) A great deal of confidence","(1) A great deal of confidence",1151.40605838,0.188177083617243
"3663","2721010501","(27) Maharashtra 27","(1) urban 1","Secondary","Q5 (Richest)","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",9592.3,1.56769284479999
"3664","3302100102","(33) Tamil Nadu 33","(1) urban 1","Secondary","Q3","(6) Muslim 6","(1) A great deal of confidence","(2) Only some confidence",8239.85586393,1.34665962074438
"3665","1032091002","(10) Bihar 10","(1) urban 1","Primary","Q3","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"3666","0316052121","(03) Punjab 03","(0) rural 0","Higher secondary","Q4","(2) Forward caste 2","(2) Only some confidence","(1) A great deal of confidence",2176.99320972,0.355791278218592
"3667","0914061001","(09) Uttar Pradesh 09","(0) rural 0","No education","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",2397.02989578,0.391752407283547
"3668","1803030609","(18) Assam 18","(1) urban 1","College+","Q5 (Richest)","(5) Adivasi 5","(2) Only some confidence","(1) A great deal of confidence",3386.9209622,0.553532704183984
"3669","2329021103","(23) Madhya Pradesh 23","(1) urban 1","Middle","Q2","(6) Muslim 6","(2) Only some confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"3670","2905370611","(29) Karnataka 29","(0) rural 0","College+","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",830.55080801,0.135738932160183
"3671","2717021811","(27) Maharashtra 27","(0) rural 0","Secondary","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4489.73840165,0.733768832010095
"3672","2720030611","(27) Maharashtra 27","(0) rural 0","No education","Q2","(2) Forward caste 2","(3) Hardly any confidence at all","(3) Hardly any confidence at all",6266.43028171,1.0241378934223
"3673","1901041211","(19) West Bengal 19","(0) rural 0","Primary","Q5 (Richest)","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",5840.63151119,0.954548568039563
"3674","0820020411","(08) Rajasthan 08","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",9242.03262765,1.51044779894029
"3675","1307031201","(13) Nagaland 13","(1) urban 1","College+","Q5 (Richest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",3118.71052632,0.509698422392363
"3676","0805030211","(08) Rajasthan 08","(0) rural 0","No education","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",5911.57014158,0.966142240389501
"3677","2124012521","(21) Orissa 21","(0) rural 0","Primary","Q4","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",3249.44383473,0.531064483938748
"3678","1909211311","(19) West Bengal 19","(0) rural 0","Middle","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence",NA,11800.09318214,1.92851783718336
"3679","1602020609","(16) Tripura 16","(0) rural 0","Higher secondary","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(2) Only some confidence",3108.72859793,0.508067051635161
"3680","0832070901","(08) Rajasthan 08","(0) rural 0","Middle","Q3","(3) Other Backward Castes (OBC) 3","(3) Hardly any confidence at all","(1) A great deal of confidence",5997.75667372,0.980227914289817
"3681","2203010111","(22) Chhattisgarh 22","(0) rural 0","Primary","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(2) Only some confidence",11029.24324325,1.80253596280367
"3682","2927340611","(29) Karnataka 29","(0) rural 0","Middle","Q3","(5) Adivasi 5","(3) Hardly any confidence at all","(1) A great deal of confidence",3415.59895696,0.558219618395222
"3683","2822071201","(28) Andhra Pradesh 28","(0) rural 0","No education","Q1 (Poorest)","(2) Forward caste 2","(3) Hardly any confidence at all","(1) A great deal of confidence",9936.80565551,1.62399623930768
"3684","2910030101","(29) Karnataka 29","(0) rural 0","No education","Q2","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",3187.43379966,0.520930033568656
"3685","2310070801","(23) Madhya Pradesh 23","(0) rural 0","Primary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",2888.13652959,0.472015155097704
"3686","2326061002","(23) Madhya Pradesh 23","(1) urban 1","Secondary","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"3687","2106090311","(21) Orissa 21","(0) rural 0","No education","Q1 (Poorest)","(5) Adivasi 5","(1) A great deal of confidence","(1) A great deal of confidence",4125.01993107,0.674162008131081
"3688","2731061811","(27) Maharashtra 27","(0) rural 0","Secondary","Q4","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",4321.31149583,0.706242414453741
"3689","3204021201","(32) Kerala 32","(1) urban 1","Secondary","Q3","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"3690","2921040601","(29) Karnataka 29","(0) rural 0","Higher secondary","Q1 (Poorest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",3047.57495103,0.49807256285994
"3691","0945051601","(09) Uttar Pradesh 09","(0) rural 0","Higher secondary","Q1 (Poorest)","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",9378.47343344,1.53274665062088
"3692","2919061701","(29) Karnataka 29","(0) rural 0","Higher secondary","Q5 (Richest)","(5) Adivasi 5","(2) Only some confidence","(1) A great deal of confidence",2025.5296684,0.331037224448857
"3693","2109013211","(21) Orissa 21","(0) rural 0","Secondary","Q1 (Poorest)","(4) Dalit 4","(1) A great deal of confidence","(1) A great deal of confidence",3519.96690745,0.575276725575941
"3694","2018030109","(20) Jharkhand 20","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4366.34554335,0.713602438021549
"3695","2803041901","(28) Andhra Pradesh 28","(1) urban 1","Primary","Q2","(4) Dalit 4","(2) Only some confidence","(1) A great deal of confidence",8110.15651136,1.32546254110767
"3696","2210051801","(22) Chhattisgarh 22","(0) rural 0","College+","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",3420.06349207,0.558949268192174
"3697","0936051309","(09) Uttar Pradesh 09","(1) urban 1","College+","Q5 (Richest)","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",6466.85824346,1.05689432113341
"3698","0509030711","(05) Uttarakhand 05","(0) rural 0","Middle","Q3","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",9953.3873247,1.6267062217044
"3699","0944011221","(09) Uttar Pradesh 09","(0) rural 0","No education","Q1 (Poorest)","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",26708.26263102,4.36499611393398
"3700","2202090501","(22) Chhattisgarh 22","(1) urban 1","College+","Q5 (Richest)","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",5765.10772579,0.942205532689981
"3701","2323030911","(23) Madhya Pradesh 23","(0) rural 0","Primary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(2) Only some confidence",2695.39299561,0.44051461204735
"3702","1906011813","(19) West Bengal 19","(0) rural 0","Primary","Q4","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",3712.74000433,0.606782100162715
"3703","0915050801","(09) Uttar Pradesh 09","(1) urban 1","Higher secondary","Q3","(2) Forward caste 2","(2) Only some confidence","(2) Only some confidence",6466.85824346,1.05689432113341
"3704","3211031011","(32) Kerala 32","(0) rural 0","Higher secondary","Q4","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(2) Only some confidence",11162.43834101,1.82430436055194
"3705","3211021411","(32) Kerala 32","(1) urban 1","Middle","Q1 (Poorest)","(7) Christian, Sikh, Jain 7","(2) Only some confidence","(1) A great deal of confidence",4436.06347306,0.724996608299859
"3706","0612071401","(06) Haryana 06","(1) urban 1","Secondary","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(2) Only some confidence","(1) A great deal of confidence",4407.66666667,0.72035564938565
"3707","2924061501","(29) Karnataka 29","(1) urban 1","College+","Q3","(2) Forward caste 2","(1) A great deal of confidence","(1) A great deal of confidence",4741.77914111,0.774960461113599
"3708","2917011301","(29) Karnataka 29","(0) rural 0","Primary","Q1 (Poorest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",1866.72769282,0.305083832576535
"3709","0804010511","(08) Rajasthan 08","(0) rural 0","No education","Q3","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",3597.04629999,0.587873997571864
"3710","0202050312","(02) Himachal Pradesh 02","(0) rural 0","Middle","Q2","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",2162.02747253,0.353345391506342
"3711","1002011511","(10) Bihar 10","(0) rural 0","No education","Q1 (Poorest)","(1) Brahmin 1","(2) Only some confidence","(1) A great deal of confidence",10620.48826063,1.73573214499879
"3712","0316010911","(03) Punjab 03","(0) rural 0","College+","Q5 (Richest)","(7) Christian, Sikh, Jain 7","(2) Only some confidence","(1) A great deal of confidence",2551.97774462,0.417075909878713
"3713","1910021511","(19) West Bengal 19","(0) rural 0","No education","Q2","(4) Dalit 4","(2) Only some confidence","(2) Only some confidence",15961.73324368,2.60866476201987
"3714","1916010601","(19) West Bengal 19","(1) urban 1","Middle","Q5 (Richest)","(6) Muslim 6","(1) A great deal of confidence","(1) A great deal of confidence",5775.85751979,0.943962397585457
"3715","0602061501","(06) Haryana 06","(0) rural 0","College+","Q5 (Richest)","(3) Other Backward Castes (OBC) 3","(1) A great deal of confidence","(1) A great deal of confidence",2385.31147333,0.389837237092121
"3716","3002010701","(30) Goa 30","(0) rural 0","Middle","Q4","(7) Christian, Sikh, Jain 7","(1) A great deal of confidence","(1) A great deal of confidence",1682.10661928,0.274910762928177
